_id,NomEmpresa,IdcClassificacaoBarragens,DatConclusaoConstrucao
2509,BT GERADORA DE ENERGIA ELÉTRICA S/A,C,2007-06-01
2510,Hidrelétrica Areia Branca S.A.,B,2009-03-15
2511,Hidrelétrica Cachoeirão S.A.,B,2008-10-15
2512,RIO GLÓRIA ENERGÉTICA S.A.,B,2002-06-01
2513,Santa Laura S.A,B,2007-08-01
2514,Grandview Energia Ltda,C,1903-01-01
2515,SÃO JOAQUIM ENERGIA S/A,B,2007-12-14
2516,Mineração Taboca S.A,B,1986-12-01
2517,PANTANAL ENERGÉTICA LTDA,B,1969-11-01
2518,CPFL ENERGIAS RENOVÁVEIS S.A.,C,1925-01-01
2519,Hidrossol Hidroelétricas Cassol Ltda,C,2004-10-01
2520,Hidrossol Hidroelétricas Cassol Ltda,C,2004-11-01
2521,CN ENERGIA S/A,C,2006-01-07
2522,GESM - GERAÇÃO DE ENERGIA SUL DE MINAS S/A,C,1927-01-01
2523,CEMIG Geração Leste S.A.,B,1957-10-01
2524,Usina Trapiche S.A,C,1940-09-01
2525,Juruena Energia S.A,B,1993-10-01
2526,SÃO SIMÃO ENERGIA S/A,B,2008-10-26
2527,Rialma Companhia Energética III S.A.,B,2008-10-05
2528,RIALMA COMPANHIA ENERGÉTICA II S/A,C,2005-09-15
2529,RIACHÃO ENERGÉTICA LTDA.,B,2006-05-20
2530,SALTO JAURU ENERGÉTICA S/A,B,2007-09-15
2531,SZO Empreendimentos Ltda.,B,1935-12-04
2532,JB Geração e Comércio de Energia Elétrica Ltda.,C,2003-10-01
2533,ENERGÉTICA CORUMBÁ III S.A.,B,2008-07-18
2534,GERAÇÃO CIII S/A,B,2008-07-18
2535,ENERGÉTICA CORUMBÁ III S.A.,B,2008-07-18
2536,GERAÇÃO CIII S/A,B,2008-07-18
2537,Enerpeixe S.A.,B,2006-08-17
2538,Foz do Chapecó Energia S.A.,B,2010-08-25
2539,Foz do Chapecó Energia S.A.,B,2010-08-25
2540,Serra do Facão Energia S.A.,B,2009-11-24
2541,ELEJOR - CENTRAIS ELÉTRICAS DO RIO JORDÃO S.A.,C,2006-02-01
2542,ELEJOR - CENTRAIS ELÉTRICAS DO RIO JORDÃO S.A.,B,2005-01-03
2543,SANTA FÉ ENERGIA S/A,B,2009-02-20
2544,SANTA FÉ ENERGIA S/A,B,2009-02-20
2545,SANTA CRUZ POWER CORPORATION USINAS HIDROELÉTRICAS S.A,B,2008-12-08
2546,Norte Participações e Investimentos S.A.,C,2005-07-16
2547,Senj Energia Ltda.,C,2005-07-16
2548,PCH Fortuna II S.A.,B,2014-12-01
2549,Esmeralda S.A,C,2006-11-25
2550,C.J. ENERGÉTICA S.A.,C,2006-03-20
2551,AREIA ENERGIA S/A,B,2010-10-25
2552,ÁGUA LIMPA ENERGIA S/A,B,2010-12-21
2553,CASSOL CENTRAIS ELÉTRICAS LTDA,C,2002-07-05
2554,Concessionária Mosquitão S.A,B,2006-11-14
2555,Usina Serra Grande S.A.,C,1947-01-01
2556,Statkraft Energias Renováveis S.A.,B,2009-05-01
2557,Companhia Brasileira de Alumínio,C,2008-01-03
2558,Dme Energética S.A. - DMEE,C,2008-01-03
2559,GERACAO DE ENERGIA PILAO LTDA.,C,2008-01-03
2560,Companhia Brasileira de Alumínio,C,2008-01-03
2561,Dme Energética S.A. - DMEE,C,2008-01-03
2562,GERACAO DE ENERGIA PILAO LTDA.,C,2008-01-03
2563,VOTORANTIM CIMENTOS N/NE S/A,B,1982-12-31
2564,VOTORANTIM CIMENTOS N/NE S/A,B,1982-12-31
2565,VOTORANTIM CIMENTOS N/NE S/A,B,1982-12-31
2566,VOTORANTIM CIMENTOS N/NE S/A,B,1982-12-31
2567,ENGIE Brasil Energia S.A.,B,2008-11-24
2568,Mata Velha Energética S.A,C,2015-11-10
2569,Eletricidade Paraense S.A.,C,2009-01-13
2570,SPE Paiol Energia S.A.,B,2010-03-05
2571,Buriti Energia S.A,B,2007-03-05
2572,Curuá Energia S.A,B,2007-03-05
2573,Unaí Baixo Energética S.A.,B,2012-03-01
2574,ITAIQUARA ALIMENTOS S.A.,B,1951-01-05
2575,VÊNETO ENERGÉTICA S.A,C,2007-10-11
2576,Da Ilha Energética S.A,C,2007-10-23
2577,Central Elétrica Anhanguera S.A,C,2010-01-15
2578,PCH Senhora do Porto S.A,B,2014-12-01
2579,PLANALTO ENERGETICA S.A.,C,2009-03-01
2580,Rio Sapucaí Mirim Energia LTDA.,B,2013-07-23
2581,Rio Sapucaí Mirim Energia LTDA.,B,2013-07-23
2582,Cia. Bom Sucesso de Eletricidade,C,1959-08-10
2583,Gênesis Energética S.A.,B,2010-07-31
2584,SPE Alto Irani Energia S.A,B,2008-08-15
2585,PCH Jacaré S.A.,B,2015-12-31
2586,SANTA FÉ ENERGÉTICA S/A,B,2008-01-04
2587,SANTA FÉ ENERGÉTICA S/A,B,2007-12-15
2588,SANTA FÉ ENERGÉTICA S/A,B,2008-01-10
2589,SANTA FÉ ENERGÉTICA S/A,B,2007-12-25
2590,RIO SUCURIÚ ENERGIA S/A,C,2006-09-30
2591,SPE Plano Alto Energia S.A,B,2008-01-28
2592,KINROSS BRASIL MINERAÇÃO S/A,B,2010-03-25
2593,KINROSS BRASIL MINERAÇÃO S/A,B,2010-01-29
2594,Rio Verde Energia S.A.,B,2009-12-20
2595,Companhia Brasileira de Alumínio,B,2010-01-23
2596,RETIRO VELHO ENERGÉTICA S/A,B,2008-12-04
2597,Novo Mundo Energética S.A,C,1997-09-12
2598,Centrais Elétricas Salto dos Dardanelos S/A,C,2005-09-25
2599,PCH Dores de Guanhães S.A.,B,2014-09-04
2600,COMPANHIA ENERGÉTICA NOVO HORIZONTE,C,2011-04-05
2601,Cristalino Energia Ltda,C,2004-11-10
2602,Tudelândia Central Elétrica S.A,C,1940-01-01
2603,Rio Sapucaí Mirim Energia LTDA.,B,2011-07-06
2604,Rio Sapucaí Mirim Energia LTDA.,B,2011-07-06
2605,Ludesa Energética S.A,B,2004-08-25
2606,CEESAM Geradora S.A.,C,2007-05-10
2607,GOIÁS SUL GERAÇÃO DE ENERGIA S.A.,B,2010-04-01
2608,RIO PCH I S.A.,B,2008-10-29
2609,RIO PCH I S.A.,B,2008-11-24
2610,São Tadeu Energética S.A,C,2009-10-22
2611,Ônix Geração de Energia S.A.,B,2007-11-15
2612,PARECIS ENERGIA S.A.,C,2010-10-22
2613,TELEGRÁFICA ENERGIA S.A.,C,2010-12-15
2614,SAPEZAL ENERGIA S.A.,C,2010-10-20
2615,Segredo Energia S.A.,C,2012-04-10
2616,AES Brasil Operações S.A.,C,2009-03-26
2617,USINAS ELÉTRICAS DO OESTE S.A.,B,2008-10-07
2618,AES Brasil Operações S.A.,C,2008-10-30
2619,Rio Corrente S.A.,C,2007-11-30
2620,Rio Corrente S.A.,C,2007-11-30
2621,Hidrelétrica Rossi Ltda,C,2006-12-20
2622,Central Hidrelétrica Salto das Flores S.A.,C,2011-07-30
2623,Paranatinga Energia S.A,C,2007-08-30
2624,JATAÍ ENERGÉTICA S/A,B,2008-02-28
2625,Ilha Comprida Energia S.A,C,2012-10-10
2626,CAMPOS DE JÚLIO ENERGIA S.A.,C,2010-10-15
2627,HIDRELÉTRICA PEQUI S/A,C,2008-06-10
2628,ELETRO CESAR GERAÇÃO DE ENERGIA LTDA,C,2006-11-11
2629,Mucuri Energética S.A.,B,2012-05-01
2630,PCH Santa Rosa S.A,B,2013-10-18
2631,HIDROPOWER ENERGIA S.A.,C,2006-10-11
2632,ELEJOR - CENTRAIS ELÉTRICAS DO RIO JORDÃO S.A.,C,2006-02-01
2633,TUPAN ENERGIA ELÉTRICA LTDA,C,2007-07-02
2634,Hidroelétrica Ângelo Cassol Ltda,B,2010-12-01
2635,ELEJOR - CENTRAIS ELÉTRICAS DO RIO JORDÃO S.A.,B,2005-01-03
2636,Mauê S.A. - Geradora e Fornecedora de Insumos,C,2006-10-01
2637,IBÓ ENERGÉTICA S.A.,C,2010-10-13
2638,COMPANHIA ENERGÉTICA ESTREITO,B,2010-12-02
2639,Estreito Energia S.A.,B,2010-12-02
2640,ESTREITO PARTICIPACOES S.A.,B,2010-12-02
2641,VALE S.A.,B,2010-12-02
2642,Rio do Sangue Energia S.A,B,2006-07-30
2643,Itaguaçu Energia S.A.,C,2013-06-13
2644,COOPERATIVA DE GERAÇÃO DE ENERGIA ELÉTRICA SALTO DONNER,C,1959-05-12
2645,COMPANHIA TECIDOS SANTANENSE,C,1936-05-01
2646,Turvo Energia S.A.,B,2010-11-01
2647,Ouro Energética S.A,C,2009-01-01
2648,CJ HYDRO - GERAÇÃO DE ENERGIA S.A,B,2012-01-15
2649,Firenze Energética S.A.,C,2012-10-30
2650,Avelino Bragagnolo S.A. Indústria e Comércio,C,1985-02-01
2651,SÃO PEDRO ENERGIA S/A,B,2009-01-26
2652,Iguaçu Caaratinga Energia Ltda.,C,1924-01-01
2653,PEZZI ENERGÉTICA S.A.,B,2012-06-30
2654,COOPERATIVA AGRÁRIA AGROINDUSTRIAL,C,1982-10-30
2655,CURUCACA GERADORA S.A.,C,1982-10-30
2656,SANTA MARIA CIA DE PAPEL E CELULOSE,C,1982-10-30
2657,Empresa Energética Porto das Pedras S.A.,C,2008-09-12
2658,Santa Gabriela Energética S.A.,C,2009-09-01
2659,Energética Serra da Prata S.A,C,2007-12-31
2660,Energética Serra da Prata S.A,C,2007-12-31
2661,Serrana Energética S.A.,C,2010-03-12
2662,Criúva Energética S.A,C,2010-01-05
2663,ENERGÉTICA PONTE ALTA S.A.,B,2007-03-15
2664,COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO SOCIAL LTDA.,C,1999-12-10
2665,Usina Eletrica do Prata S/A,C,2016-12-01
2666,Divisa Energia S.A.,C,2011-03-10
2667,Ibirama Energética S.A.,C,2010-10-01
2668,COOPERLUZ- COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO,C,2005-03-12
2669,Lagoa Grande Energética S.A,C,2008-05-15
2670,RIACHO PRETO ENERGÉTICA S.A,B,2007-12-15
2671,PORTO FRANCO ENERGÉTICA S.A,B,2009-05-20
2672,PORTO FRANCO ENERGÉTICA S.A,B,2009-05-20
2673,BOA SORTE ENERGÉTICA S.A,B,2008-04-01
2674,Boa Fé Energética S.A.,C,2011-02-01
2675,GOIÁS SUL GERAÇÃO DE ENERGIA S.A.,B,2010-02-01
2676,SÃO PAULO ENERGÉTICA S/A,C,2011-12-08
2677,Autódromo Energética S.A,C,2011-03-15
2678,Passos Maia Energética S.A.,B,2011-12-20
2679,Hidrelétrica Rio São Marcos Ltda,C,2004-04-03
2680,Usina Paulista Lavrinhas de Energia S.A.,B,2011-06-01
2681,Usina Paulista Queluz de Energia S.A.,B,2010-09-01
2682,Usina Paulista Queluz de Energia S.A.,B,2010-09-01
2683,Rialma Companhia Energética V S.A,C,2011-11-20
2684,Rialma Companhia Energética IV S.A,C,2012-11-20
2685,LOMBO DO CAVALO S/A GERAÇÃO ELÉTRICA,C,2004-11-01
2686,Geradora de Energia São Maurício S.A,C,2010-02-15
2687,GERADORA DE ENERGIA NOVA FÁTIMA S/A,C,2012-01-31
2688,Geradora de Energia Rio Fortuna S.A,C,2012-06-15
2689,Rodeio Bonito Hidrelétrica S.A.,C,2009-10-01
2690,Coronel Araújo Energética S.A,C,2007-06-01
2691,Contestado Energética S.A,C,2007-06-01
2692,CANTÚ ENERGÉTICA S/A,B,2015-11-01
2693,Cravari Geração de Energia S.A,B,2009-10-31
2694,Tigre Produção de Energia Elétrica Ltda.,C,2016-01-08
2695,BME ENERGIA S/A,C,2009-03-05
2696,BME ENERGIA S/A,C,2010-08-29
2697,SAVANA GERAÇÃO DE ENERGIA S.A.,B,2018-09-26
2698,PHOENIX GERAÇÃO DE ENERGIA S.A.,B,2017-05-01
2699,COBUCCIO ENERGIA LTDA,C,1946-03-09
2700,Várzea do Juba Energética S.A.,B,2008-02-01
2701,Várzea do Juba Energética S.A.,B,2008-02-01
2702,Hidroelétrica Chupinguaia LTDA.,C,2008-10-01
2703,Pampeana Energética S.A.,B,2009-02-25
2704,COVÓ ENERGIA S.A.,C,2018-06-01
2705,Canaã Geração de Energia S.A,B,2013-12-01
2706,Canaã Geração de Energia S.A,A,2014-11-01
2707,CANAÃ GERAÇÃO DE ENERGIA RENOVÁVEL S.A,B,2014-11-07
2708,Furnas-Centrais Elétricas S.A.,B,2012-11-24
2709,Foz do Rio Claro Energia S.A.,C,2010-05-10
2710,RETIRO BAIXO ENERGÉTICA S.A.,B,2009-11-20
2711,Furnas-Centrais Elétricas S.A.,B,2013-05-01
2712,Furnas-Centrais Elétricas S.A.,B,2013-05-01
2713,Furnas-Centrais Elétricas S.A.,B,2013-05-01
2714,Furnas-Centrais Elétricas S.A.,B,2013-05-01
2715,Furnas-Centrais Elétricas S.A.,B,2013-05-01
2716,Furnas-Centrais Elétricas S.A.,B,2013-05-01
2717,Furnas-Centrais Elétricas S.A.,B,2013-05-01
2718,Furnas-Centrais Elétricas S.A.,B,2013-05-01
2719,Furnas-Centrais Elétricas S.A.,B,2013-05-01
2720,Ijuí Energia S.A.,B,2010-11-09
2721,CERVEJARIA PETRÓPOLIS DO CENTRO OESTE LTDA,C,2010-07-10
2722,Energética Saudades S.A,C,2008-12-20
2723,ENERGÉTICA ÁGUAS DA PEDRA S.A.,B,2011-09-14
2724,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,B,2011-03-11
2725,Copel Geração E Transmissão S.A.,B,2011-03-11
2726,PORTO ENERGÉTICA LTDA,C,2014-10-31
2727,Hidrelétrica Malagone S.A.,C,2009-09-30
2728,Hidrelétrica Malagone S.A.,C,2009-09-30
2729,SANTA LUZIA ENERGÉTICA S/A,B,2011-02-05
2730,SANTA LUZIA ENERGÉTICA S/A,B,2011-03-05
2731,SANTA LUZIA ENERGÉTICA S/A,B,2011-03-05
2732,Pedra Furada Energia S.A.,B,2012-03-15
2733,SANTA FÉ ENERGÉTICA LTDA,C,2016-07-31
2734,Santo Antônio Energia S.A.,B,2015-05-27
2735,MIRTILLO TROMBINI S/A PARTICIPAÇÕES,C,1910-01-01
2736,SOTTA ENERGIA S/A,C,1910-01-01
2737,TECFORM PARTICIPAÇÕES S/A,C,1910-01-01
2738,PIRAPORA ENERGIA S.A,B,1955-12-29
2739,Moinho S.A.,C,2011-10-28
2740,GERAÇÃO HIDROELÉTRICA RIO GRANDE S.A.,B,2011-01-01
2741,GERAÇÃO HIDROELÉTRICA RIO GRANDE S.A.,B,2011-03-15
2742,Centrais Elétricas Figueirão Ltda.,B,2008-12-20
2743,HIDROLUZ CENTRAIS ELÉTRICAS LTDA,B,2008-12-20
2744,SANTA ANA ENERGÉTICA S.A.,C,2011-04-01
2745,PEQUENA CENTRAL HIDROELÉTRICA RIO DO BRAÇO S.A,C,2011-01-01
2746,Hidrelétrica Águas Claras Ltda.,C,2011-08-10
2747,Casa de Pedra Energia S.A.,B,2012-06-15
2748,TAMBAÚ ENERGÉTICA S.A.,C,2012-11-01
2749,INDAIÁ GRANDE ENERGIA S/A,B,2012-04-24
2750,INDAIAZINHO ENERGIA S.A.,B,2012-05-31
2751,Companhia Energética Rio das Flores S.A.,C,2012-03-01
2752,Companhia Energética Bandeirante S.A,C,2012-05-01
2753,Companhia Energética Rio das Flores S.A.,C,2011-06-01
2754,LUZBOA S/A,C,1907-12-01
2755,Passo Ferraz Energia S.A,C,2011-01-10
2756,MARACANÃ ENERGÉTICA S/A,C,2013-05-10
2757,XAVANTINA ENERGÉTICA S.A.,B,2015-06-15
2758,BRK AMBIENTAL - CACHOEIRO DE ITAPEMIRIM S.A.,C,1930-12-31
2759,QUEIXADA ENERGÉTICA S/A,B,2011-10-31
2760,CERTEL RASTRO DE AUTO GERAÇÃO DE ENERGIA S.A.,C,2013-02-23
2761,GALHEIROS GERAÇÃO DE ENERGIA ELÉTRICA S.A,C,2012-04-03
2762,SERRA DOS CAVALINHOS II ENERGÉTICA S.A.,C,2012-11-18
2763,SPE Salto Góes Energia S.A.,B,2012-10-25
2764,COOPERATIVA DE GERAÇÃO DE ENERGIA ELÉTRICA SALTO DONNER,C,2012-03-15
2765,NORTE ENERGIA S/A,B,2015-03-26
2766,NORTE ENERGIA S/A,B,2015-11-08
2767,NORTE ENERGIA S/A,B,2015-12-13
2768,NORTE ENERGIA S/A,B,2015-11-28
2769,NORTE ENERGIA S/A,B,2015-11-28
2770,NORTE ENERGIA S/A,B,2015-11-28
2771,NORTE ENERGIA S/A,B,2014-08-14
2772,NORTE ENERGIA S/A,B,2015-08-02
2773,NORTE ENERGIA S/A,B,2015-08-02
2774,NORTE ENERGIA S/A,B,2015-11-30
2775,NORTE ENERGIA S/A,B,2015-11-30
2776,NORTE ENERGIA S/A,B,2015-01-27
2777,NORTE ENERGIA S/A,B,2015-01-06
2778,NORTE ENERGIA S/A,B,2015-12-10
2779,NORTE ENERGIA S/A,B,2015-01-07
2780,NORTE ENERGIA S/A,B,2015-01-07
2781,NORTE ENERGIA S/A,B,2015-12-19
2782,NORTE ENERGIA S/A,B,2015-11-14
2783,NORTE ENERGIA S/A,B,2015-08-29
2784,NORTE ENERGIA S/A,B,2015-12-15
2785,NORTE ENERGIA S/A,B,2015-11-14
2786,NORTE ENERGIA S/A,B,2015-11-25
2787,NORTE ENERGIA S/A,B,2015-10-28
2788,NORTE ENERGIA S/A,B,2015-01-25
2789,NORTE ENERGIA S/A,B,2015-12-10
2790,NORTE ENERGIA S/A,B,2015-08-26
2791,NORTE ENERGIA S/A,B,2015-10-28
2792,NORTE ENERGIA S/A,B,2015-11-30
2793,NORTE ENERGIA S/A,B,2015-11-30
2794,NORTE ENERGIA S/A,B,2015-12-03
2795,NORTE ENERGIA S/A,B,2015-11-05
2796,NORTE ENERGIA S/A,B,2015-11-13
2797,NORTE ENERGIA S/A,B,2015-01-19
2798,Mauê S.A. - Geradora e Fornecedora de Insumos,C,2014-04-20
2799,Rondinha Energética S.A.,C,2013-08-30
2800,Ferreira Gomes Energia S.A.,B,2014-07-01
2801,FIBRA GERAÇÃO LTDA,C,2019-04-07
2802,HYDRO KUHLEMANN GERAÇÃO LTDA,C,2013-04-07
2803,Abranjo Geração de Energia S.A.,C,2013-12-10
2804,Maringá Ferro Liga S.A.,C,1964-01-01
2805,MORRINHOS GERAÇÃO E COMÉRCIO DE ENERGIA ELÉTRICA LTDA,C,2014-10-14
2806,Rio do Sapo Energia S.A,C,2015-09-07
2807,Rio Canoas Energia S.A.,B,2013-07-11
2808,RS155 Geração e Comércio de Energia Elétrica Ltda.,B,2012-07-09
2809,São Sebastião Empreendimentos S.A.,C,2012-12-20
2810,MF PROJETOS EM ENERGIA LTDA,C,2015-09-30
2811,MACAÚBAS ENERGIA RENOVÁVEL SPE LTDA,C,1960-01-01
2812,COMPANHIA HIDRELÉTRICA TELES PIRES,B,2015-01-23
2813,Brennand Energia Manopla S.A,C,2015-02-01
2814,Hidroelétrica Cachimbo Alto Ltda,B,2016-12-14
2815,Euclides Maciel Energética S.A,C,2017-09-01
2816,PEQUENA CENTRAL HIDRELÉTRICA ZÊ TUNIN S/A,B,2012-09-26
2817,Inxú Geradora e Comercializadora de Energia Elétrica S.A,B,2015-05-10
2818,Carolina Geração De Energia LTDA.,C,2015-03-10
2819,PINHAL GERADORA DE ENERGIA S.A,C,2015-07-14
2820,CERCAR PCH Moinho S.A.,C,2015-01-13
2821,Mafrás Energia e Reflorestamento Ltda.,C,2015-12-31
2822,COOPERLUZ- COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO,C,2013-03-12
2823,Hidrelétrica Jardim Ltda.,C,2017-08-01
2824,Copel Geração E Transmissão S.A.,B,2018-11-24
2825,GERAÇÃO CÉU AZUL S.A.,B,2018-11-24
2826,Verde 08 Energia S.A.,B,2018-02-01
2827,Quevedos Energética S.A,C,2019-10-30
2828,S.P.V.R - GERAÇÃO E COMERCIALIZAÇÃO DE ENERGIA ELÉTRICA LTDA,C,2015-06-02
2829,Agroenergética Mato Grosso Ltda - ME,C,2014-06-12
2830,Salto do Guassupi Energética S.A,C,2019-11-30
2831,Centrais Elétricas Cesar Filho Ltda,C,2013-12-01
2832,GARÇA BRANCA ENERGÉTICA SA,B,2018-01-25
2833,Empresa de Energia Cachoeira Caldeirão S.A.,B,2015-11-07
2834,Serra das Agulhas Energia S.A.,B,2017-10-06
2835,São Sebastião Energia Ltda.,C,2015-06-01
2836,SERRA DOS CAVALINHOS I ENERGÉTICA S.A.,B,2016-10-17
2837,SANTA HELENA ENERGIA S/A,B,2017-05-01
2838,SANTA HELENA ENERGIA S/A,C,2017-05-01
2839,SANTA HELENA ENERGIA S/A,C,2017-05-01
2840,C2LG Geração de Energia Ltda.,C,1980-01-01
2841,Hidroelétrica Lajeado Ltda.,C,2016-02-20
2842,Energética Fazenda Velha S.A.,C,2015-10-30
2843,Companhia Energética Canoas,B,2017-07-20
2844,CANHADÃO PRODUÇÃO DE ENERGIA ELÉTRICA LTDA,C,2017-07-10
2845,Castro Energia Ltda - ME,C,2017-08-31
2846,BRASIL SUL ENERGIA S.A,B,2019-04-04
2847,PIARUCUM ENERGIA LTDA,C,2020-04-01
2848,SECRETÁRIO ENERGIA S.A.,C,2018-05-25
2849,PONTE SERRADA GERAÇÃO DE ENERGIA S/A.,B,2019-09-01
2850,LAJARI ENERGÉTICA S/A,C,2017-09-21
2851,SPE Boa Vista 2 Energia S.A.,B,2018-08-31
2852,AREADO ENERGIA S/A,C,2019-08-01
2853,VORTEX ENERGIA LTDA,C,2018-03-25
2854,Hidrelétrica Pulo LTDA - ME,C,2018-12-31
2855,Mauê S.A. - Geradora e Fornecedora de Insumos,C,2018-12-20
2856,Mauê S.A. - Geradora e Fornecedora de Insumos,C,2019-06-15
2857,RIBEIRÃO MANSO ENERGÉTICA S.A.,C,2019-07-20
2858,COMPANHIA RPEE ENERGIA,C,2019-10-30
2859,COMPANHIA RPEE ENERGIA,C,2019-10-30
2860,Furnas-Centrais Elétricas S.A.,B,1996-05-01
2861,ARCELORMITTAL BRASIL S.A.,B,1997-07-01
2862,SAMARCO MINERAÇÃO S.A.,B,1997-07-01
2863,Crilipar Participações e Empreedimentos S/A.,C,1994-01-01
2864,Rio Paranapanema Energia S.A.,B,1958-02-25
2865,BAGUARI I GERAÇÃO DE ENERGIA ELÉTRICA S.A.,B,2009-01-01
2866,CEMIG BAGUARI ENERGIA S.A,B,2009-01-01
2867,Furnas-Centrais Elétricas S.A.,B,2009-01-01
2868,BAGUARI I GERAÇÃO DE ENERGIA ELÉTRICA S.A.,B,2009-01-01
2869,CEMIG BAGUARI ENERGIA S.A,B,2009-01-01
2870,Furnas-Centrais Elétricas S.A.,B,2009-01-01
2871,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,B,2011-09-28
2872,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,B,2014-12-30
2873,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,B,2011-09-28
2874,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,B,2012-10-30
2875,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,B,2012-11-30
2876,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,B,2014-06-30
2877,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,B,2012-11-30
2878,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,B,2013-12-11
2879,Heidrich & Heidrich Ltda.,B,2016-08-31
2880,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1969-08-20
2881,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,B,1937-08-20
2882,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1953-08-20
2883,Aliança Geração de Energia S.A.,B,2005-05-31
2884,Aliança Geração de Energia S.A.,B,2005-05-31
2885,Aliança Geração de Energia S.A.,C,2005-05-30
2886,Aliança Geração de Energia S.A.,C,2005-05-30
2887,Aliança Geração de Energia S.A.,C,2005-05-31
2888,Companhia Brasileira de Alumínio,B,1974-04-30
2889,Companhia Brasileira de Alumínio,B,1974-04-30
2890,Água Clara Energética S.A.,B,1937-07-01
2891,Água Clara Energética S.A.,C,1937-08-01
2892,Copel Geração E Transmissão S.A.,C,1949-01-01
2893,Copel Geração E Transmissão S.A.,B,1949-01-01
2894,Elera Renováveis S.A.,B,2009-09-15
2895,Companhia Hidro Elétrica do São Francisco,B,1969-08-01
2896,BONFANTE ENERGÉTICA S/A,B,2008-05-16
2897,BONFANTE ENERGÉTICA S/A,C,2008-06-12
2898,CELESC Geração S.A.,C,1931-01-01
2899,CELESC Geração S.A.,C,1947-01-01
2900,CELESC Geração S.A.,B,1960-01-01
2901,ZONA DA MATA GERAÇÃO S/A,B,1998-06-15
2902,CEMIG Geração Oeste S.A.,B,1953-11-01
2903,CEMIG Geração Camargos S.A.,B,1958-07-07
2904,ENGIE Brasil Energia S.A.,B,2002-02-10
2905,ENGIE Brasil Energia S.A.,B,2002-02-10
2906,ENGIE Brasil Energia S.A.,B,2002-02-10
2907,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1933-01-01
2908,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1933-01-01
2909,Rio Paranapanema Energia S.A.,B,1975-12-20
2910,CAZUZA FERREIRA ENERGÉTICA S/A,C,2015-11-07
2911,Copel Geração E Transmissão S.A.,B,1930-01-01
2912,Copel Geração E Transmissão S.A.,B,1949-01-01
2913,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,B,1937-08-20
2914,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,B,1937-08-20
2915,GÊNESIS ENERGIA S/A,C,1953-04-30
2916,Costa Rica Energética Ltda.,C,1998-12-01
2917,LIGHT ENERGIA S.A,B,1904-01-01
2918,LIGHT ENERGIA S.A,C,1959-01-01
2919,LIGHT ENERGIA S.A,B,1913-01-01
2920,LIGHT ENERGIA S.A,B,1908-01-01
2921,LIGHT ENERGIA S.A,B,1945-01-01
2922,LIGHT ENERGIA S.A,B,1945-01-01
2923,CEMIG Geração Oeste S.A.,C,1946-06-01
2924,RIO PRETO ENERGIAS RENOVÁVEIS LTDA.,B,1983-01-01
2925,Brookfield Energia Renovável Minas Gerais S.A.,C,1912-06-01
2926,LIGHT ENERGIA S.A,B,1924-01-01
2927,LIGHT ENERGIA S.A,B,1924-01-01
2928,LIGHT ENERGIA S.A,B,1924-01-01
2929,ENGIE Brasil Energia S.A.,B,1999-12-15
2930,ITÁ ENERGÉTICA S/A,B,1999-12-15
2931,ENGIE Brasil Energia S.A.,B,1999-12-15
2932,ITÁ ENERGÉTICA S/A,B,1999-12-15
2933,ENGIE Brasil Energia S.A.,B,1999-12-15
2934,ITÁ ENERGÉTICA S/A,B,1999-12-15
2935,ENGIE Brasil Energia S.A.,B,1999-12-15
2936,ITÁ ENERGÉTICA S/A,B,1999-12-15
2937,Companhia Hidro Elétrica do São Francisco,B,1987-10-01
2938,Companhia Brasileira de Alumínio,B,1914-10-30
2939,Companhia Brasileira de Alumínio,B,1914-10-30
2940,Companhia Brasileira de Alumínio,B,1914-10-30
2941,CEMIG Geração Itutinga S.A.,B,1953-10-01
2942,CEMIG Geração Sul S.A.,C,1950-04-01
2943,Ouro Safra Indústria e Comércio Ltda,B,1950-01-01
2944,ITAMARATI NORTE S/A AGROPECUÁRIA,B,1995-07-01
2945,ITAMARATI NORTE S/A AGROPECUÁRIA,B,1995-07-01
2946,ITAMARATI NORTE S/A AGROPECUÁRIA,B,1995-07-01
